,Material_Code,Material_Description,Certification,Moulding_Type,Product_Type,Base_Type,Shelflife,Base_Type_Categories,Base_Type_Description,Product_Type_Categories,Product_Type_Description,Moulding_Type_Segments,Moulding_Type_Description
5643,FND-Q8331SPM-000,BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5644,FND-T21A281-50-000,BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5648,FNN-F240532-01-000,BC LIQUID,1016,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5649,FNN-ITA1-VDM-000,BC LIQUID,SPM,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5653,FNN-L240532-01-000,BC LIQUID,1001,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5655,FNN-M22E007-15-000,BC LIQUID,1016,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5660,FNN-S1235-000,CA CREMA NOCCIOLA LIQUID,HALA;1001,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5661,FNN-S1835-000,CA CREMA DOPPIA NOCCIOLA LIQUID,HALA;1001,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5664,FNN-T22E007-15-000,BC LIQUID,1016,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5671,FNW-F230363-16-000,BC LIQUID,HALA,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5673,YYD-I46RFA-UCN-000,BC LIQUID,RFAL;HALA,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5674,YYF-G300061-000,BC SOFT COFFEE COATING LIQUID,1999,Liquid,icecoating,Flavoured based on white!,6,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,"Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5675,YYF-GGH247-000,BC CARM FLAVORED POLAR BIT NATURL LIQUID,1999;SPM,Liquid,icecoating,Flavoured based on white!,6,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,"Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5676,YYF-GGH281-000,BC CARAMEL COATING LIQUID,1999;SPM,Liquid,icecoating,Flavoured based on white!,6,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,"Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5677,YYF-GGH287-000,BC CARM FLAVORED NON GM COAT'G LIQUID,SPM;1999,Liquid,icecoating,Flavoured based on white!,6,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,"Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5678,YYF-GGH428-000,BC SOFT WHITE CAKE BATTER COATING LIQUID,SPM,Liquid,icecoating,Flavoured based on white!,6,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,"Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5680,FND-Q8162-SPT-000,BC LIQUID,SPT,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5681,FNF-F230722-01-000,BC LIQUID,HALA,Liquid,filling non-lauric,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5682,FNF-GGH310-000,BC RASP FLAV CTR LIQUID,NTA,Liquid,filling non-lauric,Flavoured based on white!,6,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5683,FNF-GGH344-000,BC COFFEE PASTE LIQUID,NTA,Liquid,filling non-lauric,Flavoured based on white!,6,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5684,FNF-M42GOLD-000,CA CHOCOCREMA GOLD LIQUID,HALA,Liquid,filling non-lauric,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5686,FNF-T34COF-FT-000,BC LIQUID,1002;HALA,Liquid,filling non-lauric,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5687,FNF-T34COF2-FT-000,BC LIQUID,HALA;1002,Liquid,filling non-lauric,Flavoured based on white!,1,"Chocolate, Compounds",White chocolates flavored with additional ingredients like vanilla or fruit.,Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5690,FNN-HA192E-SPM-000,BC LIQUID,SPM,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
